"model_name","src_path","is_parsed","ref_resolving_error","syntax_error","error_codes"
"wbs","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761/simple/wbs.aadl","true","6","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking, org.osate.xtext.aadl2.with_not_used]"
"wbs","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761/simple/wbs.aadl","true","6","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking, org.osate.xtext.aadl2.with_not_used]"
"wbs","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761/simple/wbs.aadl","true","6","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking, org.osate.xtext.aadl2.with_not_used]"
"CommandSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v3/packages/CommandSystem.aadl","true","0","0","[]"
"MonitorSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v3/packages/MonitorSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"NormalBrakeSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v2/packages/NormalBrakeSystem.aadl","true","0","0","[]"
"ShutoffValve","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/ShutoffValve.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"impl::power","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/implementation/power.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Channel","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/Channel.aadl","false","10","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"wheel","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_annex/simple/wheel.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"PhysicalSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v2/packages/PhysicalSystem.aadl","false","10","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"impl::pedals","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/implementation/pedals.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"SelectorValve","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/SelectorValve.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"WheelPairCommandSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/WheelPairCommandSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"WheelPairCommandSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/WheelPairCommandSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"WheelPairCommandSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/WheelPairCommandSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"WheelPairCommandSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/WheelPairCommandSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"WheelPairCommandSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/WheelPairCommandSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"BSCU","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/BSCU.aadl","false","0","1","[]"
"MeterValve","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v3/packages/MeterValve.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"functional_initial","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/misc/functional-initial.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"functional_initial","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/misc/functional-initial.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"functional_initial","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/misc/functional-initial.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"functional_initial","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/misc/functional-initial.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"functional_initial","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/misc/functional-initial.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"functional_initial","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/misc/functional-initial.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"functional_initial","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/misc/functional-initial.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"functional_initial","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/misc/functional-initial.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"functional_initial","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/misc/functional-initial.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"functional_initial","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/misc/functional-initial.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Top_Level","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/SimplestByzantineExample/packages/Top_Level.aadl","true","0","0","[]"
"ControlSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v3/packages/ControlSystem.aadl","false","0","1","[org.osate.xtext.aadl2.with_not_used]"
"pump","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761/simple/pump.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"HydraulicPump","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/HydraulicPump.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"power","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/simple/power.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"SelectorValve","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v3/packages/SelectorValve.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"ShutoffValve","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/ShutoffValve.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"ControlSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/ControlSystem.aadl","false","0","1","[org.osate.xtext.aadl2.with_not_used]"
"WheelPairCommandSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/WheelPairCommandSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"WheelPairCommandSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/WheelPairCommandSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"WheelPairCommandSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/WheelPairCommandSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"WheelPairCommandSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/WheelPairCommandSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"WheelPairCommandSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/WheelPairCommandSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"WBS","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v2/packages/WBS.aadl","false","0","1","[]"
"WheelBrake","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v2/packages/WheelBrake.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"WheelBrake","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/WheelBrake.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"ISAS","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/QFCS_V3/packages/ISAS.aadl","true","0","0","[]"
"NormalBrakeSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/NormalBrakeSystem.aadl","true","0","0","[]"
"AlternateBrakeSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/AlternateBrakeSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"AlternateBrakeSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/AlternateBrakeSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"ParallelPump","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ThreeMileIsland/packages/ParallelPump.aadl","false","6","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking, org.osate.xtext.aadl2.with_not_used]"
"Oberst","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ContractScope_v2/packages/Oberst.aadl","true","0","0","[]"
"ShutoffValve","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v3/packages/ShutoffValve.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"NormalBrakeSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/NormalBrakeSystem.aadl","true","0","0","[]"
"functional::Electrical","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/functional/electrical.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking, org.osate.xtext.aadl2.with_not_used]"
"ControlSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v2/packages/ControlSystem.aadl","false","0","1","[org.osate.xtext.aadl2.with_not_used]"
"Reactor_Pressure_Ctrl","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/Sensor_Example/Reactor_Pressure_Ctrl.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"Reactor_Pressure_Ctrl","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/Sensor_Example/Reactor_Pressure_Ctrl.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"Test","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/Test_Example/Test.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"Test","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/Test_Example/Test.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"wheel","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/simple/wheel.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"wheel","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/simple/wheel.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"pedals","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761/simple/pedals.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Oberst","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ContractScope/packages/Oberst.aadl","true","0","0","[]"
"MonitorSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/MonitorSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"functional::GenericFunctions","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/functional/generic_functions.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"AdditionGate","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/AdditionGate.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"MeterValve","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/MeterValve.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"impl::pump","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/implementation/pump.aadl","true","3","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking, org.osate.xtext.aadl2.with_not_used]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ColorByzantineAgreement/packages/Types_Properties/AADL_Properties.aadl","false","0","1","[]"
"SwitchGate","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/SwitchGate.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"Sensor","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/Sensor.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"Sensor","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/Sensor.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"Channel","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v3/packages/Channel.aadl","false","10","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"integration::main","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/integration/main.aadl","true","4","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"WheelBrake","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v3/packages/WheelBrake.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"pump","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/simple/pump.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Sensor","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v2/packages/Sensor.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"Sensor","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v2/packages/Sensor.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"AdditionGate","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v3/packages/AdditionGate.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"PhysicalSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v3/packages/PhysicalSystem.aadl","false","10","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Wheel","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v3/packages/Wheel.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"valves","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/simple/valves.aadl","true","0","0","[]"
"valves","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/simple/valves.aadl","true","0","0","[]"
"valves","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/simple/valves.aadl","true","0","0","[]"
"SwitchGate","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/SwitchGate.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"ControlSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_4wheels/packages/ControlSystem.aadl","false","2","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking, org.osate.xtext.aadl2.with_not_used]"
"power","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_annex/simple/power.aadl","true","0","0","[]"
"FCC","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/QFCS_V3/packages/FCC.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"HydraulicPump","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v2/packages/HydraulicPump.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"TopSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ByzantineExampleReal/packages/TopSystem.aadl","true","0","0","[]"
"BSCU","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4_v2/packages/BSCU.aadl","false","0","1","[]"
"WBS","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/WBS.aadl","false","0","1","[]"
"power","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761/simple/power.aadl","true","0","0","[]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/common/WBSPS.aadl","false","0","1","[]"
"impl::valves","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/implementation/valves.aadl","true","8","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"impl::valves","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/implementation/valves.aadl","true","8","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"impl::valves","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/implementation/valves.aadl","true","8","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"AlternateBrakeSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/AlternateBrakeSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"AlternateBrakeSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/AlternateBrakeSystem.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"OrGate","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/WBS_arch4/packages/OrGate.aadl","true","0","0","[]"
"functional::WheelBrake::CommandControl","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ARP4761_props/advanced/functional/wbs/command-control.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"TopLevel","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ColorByzantineAgreement/packages/TopLevel.aadl","true","0","0","[]"
"Tank","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/github/AMASE/examples/ThreeMileIsland/packages/Tank.aadl","false","3","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking, org.osate.xtext.aadl2.with_not_used]"
